Title,Release Year,Locations,Latitude,Longitude,Director,Writer,Actor 1,Actor 2,Actor 3,Address,Full Address
Sudden Fear,1952,Lombard Street,37.79919,-122.441,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,"Lombard Street San Francisco California,",
What's Up Doc?,1972,Lombard Street between Hyde and Leavenworth,37.79919,-122.441,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,"Lombard Street San Francisco California,",
Summertime,2015,Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,37.77192,-122.433,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,"1506 Haight San Francisco California,",
Milk,2008,Lower Haight Street,37.77192,-122.433,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,"Lower Haight Street San Francisco California,",
"Budding Prospects, Pilot",2017,Lucky Street,37.75094,-122.413,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,"Lucky Street San Francisco California,",
Live Nude Girls Unite,2000,Lusty Lady Bar (North Beach),37.80118,-122.409,Vicky Funari,Vicky Funari,,,,"North Beach San Francisco California,",
Tales of the City,2019,Lyon and Broadway,37.79856,-122.447,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Lyon San Francisco California,",
Cardinal X,2015,Lyon at Chestnut St.,37.79856,-122.447,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,"Lyon San Francisco California,",
Getting Even with Dad,1994,M.H. de Young Memorial Museum (Golden Gate Park),37.77148,-122.469,Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,"De Young Museum San Francisco California,",
GirlBoss,2017,"Macchiarini Steps, Kearny between Vallejo and Broadway",37.79838,-122.405,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,"Macchiarini Steps San Francisco California,",
Tales of the City,2019,Macondray Ln and Taylor btwn Union and Green,37.79914,-122.416,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Macondray Ln San Francisco California,",
Looking Season 2 ep 203,2015,"Mad Dog Bar, 530 Haight Street",37.77215,-122.431,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"530 Haight Street San Francisco California,",
Red Diaper Baby,2004,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)",39.78373,-100.446,Doug Pray,Josh Kornbluth,Josh Kornbluth,,,"Magic Theater San Francisco California,",
High Crimes,2002,Maiden Lane,37.78804,-122.407,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,"Maiden Lane San Francisco California,",
Chance - Season 1 ep105,2016,Maiden Lane between Kearny and Grant,37.78804,-122.407,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Maiden Lane San Francisco California,",
The Bachelor,1999,Mama's Restaurant (1701 Stockton),37.80149,-122.41,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,"1701 Stockton San Francisco California,",
The Lady from Shanghai,1947,Mandarin Theatre (1021 Grant Avenue),37.80157,-122.408,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane,"1021 Grant Avenue San Francisco California,",
"Smile Again, Jenny Lee",2015,Manor West (750 Harrison St.),37.78178,-122.399,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,"750 Harrison St. San Francisco California,",
Bullitt,1968,Mansell & University Streets (Visitacion  Valley),37.71213,-122.41,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,"Visitacion Valley San Francisco California,",
Nine Months,1995,Marathon Plaza (303 2nd Street),37.78557,-122.396,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,"303 2nd Street San Francisco California,",
Chance Season 2,2017,Marina Blvd between Baker and Fillmore St,37.80433,-122.449,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"Marina Blvd San Francisco California,",
Blue Jasmine,2013,Marina Blvd from Laguna to Baker,37.80433,-122.449,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,"Marina Blvd  San Francisco California,",
Blue Jasmine,2013,Marina Green,37.8066,-122.439,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,"Marina Green San Francisco California,",
Bullitt,1968,Marina Green (Marina District),37.8066,-122.439,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,"Marina Green San Francisco California,",
Time After Time,1979,Marina Green (Marina District),37.8066,-122.439,Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,"Marina Green San Francisco California,",
Dirty Harry,1971,"Marina Green, Marina District",37.8066,-122.439,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,"Marina Green San Francisco California,",
Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District",37.8066,-122.439,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,"Marina Green San Francisco California,",
Sense8 - Season 2,2016,"Marina Morrison Bridal, 30 Maiden Ln.",37.78804,-122.407,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,"30 Maiden Ln. San Francisco California,",
Milk,2008,Marine Fireman's Union Headquarters,39.78373,-100.446,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,"Marine Fireman's Union Headquarters San Francisco California,",
Edtv,1999,Mario's Bohemian Cigar Store (Washington Square),-2.21797,-79.8962,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,"Washington Square San Francisco California,",
Chance - Season 1 Pilot,2016,"Mario's Café, 566 Columbus",37.80025,-122.41,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,"566 Columbus San Francisco California,",
Sister Act 2: Back in the Habit,1993,"Maritime Museum, Building 201 (Fort Mason)",39.78373,-100.446,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,"Maritime Museum San Francisco California,",
Bullitt,1968,Mark Hopkins Hotel (999 California Street),37.79162,-122.41,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,"999 California Street San Francisco California,",
D.O.A,1950,Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle),39.78373,-100.446,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,"1 Nob Hill Circle San Francisco California,",
Innerspace,1987,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",39.78373,-100.446,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,"1 Nob Hill Circle San Francisco California,",
Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",39.78373,-100.446,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,"1 Nob Hill Circle San Francisco California,",
The Lineup,1958,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",39.78373,-100.446,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,"1 Nob Hill Circle San Francisco California,",
The Presidio,1988,Market & 2nd Streets,37.77656,-122.417,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,"Market San Francisco California,",
Milk,2008,Market & Castro Street,37.77656,-122.417,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,"Market San Francisco California,",
Looking,2014,Market & Church St.,37.77656,-122.417,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,"Market San Francisco California,",
D.O.A,1950,Market & Steuart Streets (Financial District),37.77656,-122.417,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,"Market San Francisco California,",
Tales of the City,2019,Market and Church St,37.77656,-122.417,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Market San Francisco California,",
Tales of the City,2019,Market and Noe St,37.77656,-122.417,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Market San Francisco California,",
Terminator - Genisys,2015,Market at Mason,37.77656,-122.417,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,"Market San Francisco California,",
Ant-Man,2015,Market between Stuart and Van Ness,37.77656,-122.417,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,"Market San Francisco California,",
Ant-Man,2015,Market between Stuart and Van Ness,37.77656,-122.417,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,"Market San Francisco California,",
Chance Season 2,2017,Market St at Embarcadero,37.77656,-122.417,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"Market San Francisco California,",
Terminator - Genisys,2015,Market St. at Embarcadero area,37.77656,-122.417,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,"Market San Francisco California,",
Sense8,2015,Market St. overpass,37.77656,-122.417,The Wachowskis,The Wachowskis,Jamie Clayton,,,"Market San Francisco California,",
The House on Telegraph Hill,1951,Market Street,37.77656,-122.417,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,"Market San Francisco California,",
D.O.A,1950,Market Street (from 6th- 4th Streets),37.77656,-122.417,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,"Market San Francisco California,",
Kamikaze Hearts,1986,Market Street Between Noe and Sanchez,37.77656,-122.417,Juliet Bashore,Juliet Bashore,Tigr,Sharon Mitchell,,"Market San Francisco California,",
The Last Black Man in San Francisco,2019,Market/Portola btwn O'Shaughnessy and Castro,37.77656,-122.417,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,"Market San Francisco California,",
Sweet November,2001,Marquee Lofts (1000 Van Ness Avenue at Alice B. Toklas Place),37.78512,-122.421,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,"1000 Van Ness Avenue San Francisco California,",
How Stella Got Her Groove Back,1998,Marriot Hotel (55 4th Street at Market),37.78541,-122.404,Kevin Rodney Sullivan,Terry McMillan,Angela Bassett,Taye Diggs,,"55 4th Street San Francisco California,",
Etruscan Smile,2017,"Marriott Marquis, 780 Mission Street",37.79376,-122.393,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,"780 Mission Street San Francisco California,",
180,2011,Mason & California Streets (Nob Hill),37.79326,-122.415,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,"Nob Hill San Francisco California,",
180,2011,Mason & California Streets (Nob Hill),37.79326,-122.415,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand,"Nob Hill San Francisco California,",
The Game,1997,Mason & California Streets (Nob Hill),37.79326,-122.415,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,"Nob Hill San Francisco California,",
Red Widow,2013,Mason & Sacramento St,37.79366,-122.404,Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,"Sacramento St San Francisco California,",
"Smile Again, Jenny Lee",2015,Mason & Sacramento St,37.79366,-122.404,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,"Sacramento St San Francisco California,",
Chance- Season 1 ep102,2016,Mason and Pacific,37.79272,-122.436,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee," Pacific San Francisco California,",
Chance- Season 1 ep102,2016,Mason and Pacific,37.79272,-122.436,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Pacific San Francisco California,",
Chance Season 2,2017,Mason between Sacramento and California St,37.78447,-122.472,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"California St San Francisco California,",
Need For Speed,2014,Mason St from Pine to Sacramento,39.78373,-100.446,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots," Sacramento San Francisco California,",
Etruscan Smile,2017,Mason Street @ Vallejo,37.80498,-122.449,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,"Mason Street  San Francisco California,",
Etruscan Smile,2017,Mason Street @ Vallejo,37.80498,-122.449,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,"Mason Street  San Francisco California,",
Getting Even with Dad,1994,Mason Street at Jackson,37.80498,-122.449,Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,"Mason Street  San Francisco California,",
Pushing Dead,2016,"Matching Half Café, 1799 McAllister Street",37.77729,-122.441,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,"1799 McAllister Street San Francisco California,",
The Dead Pool,1988,McAllister & Scott Streets (Hayes Valley),37.77669,-122.423,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,"Hayes Valley San Francisco California,",
Chance- Season 1 ep106,2016,McAllister between Leavenworth and Hyde,37.77992,-122.422,Sara Gran,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,"McAllister San Francisco California,",
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",39.78373,-100.446,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,"24 Willy Mays Plaza San Francisco California,",
Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA)",37.77946,-122.394,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,"701 3rd Street San Francisco California,",
Quitters,2015,McLaren Lodge,39.78373,-100.446,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"McLaren Lodge San Francisco California,",
Bullitt,1968,McLaren Park (Visitacion  Valley),39.78373,-100.446,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,"McLaren Park  San Francisco California,",
Under the Tuscan Sun,2003,Mecca Restaurant (2029 Market Street),37.76834,-122.428,Audrey Wells,Audrey Wells,Diane Lane,Sandra Oh,,"2029 Market Street San Francisco California,",
American Graffiti,1973,"Mel's Drive-In (Corner of Van Ness & Mission Street, Mission District)",37.75993,-122.419,George Lucas,George Lucas,Richard Dreyfuss,Ron Howard,Paul Le Mat,"Mission District San Francisco California,",
Guess Who's Coming to Dinner,1967,Mel's Drive-In (Corner South Van Ness & Mission St.),37.79376,-122.393,Stanley Kramer,William Rose,Spencer Tracy,Sidney Poitier,Katharine Hepburn,"Mission St. San Francisco California,",
The Bachelor,1999,Merchant Exchange (465 California Street at Leidesdorff),37.78447,-122.472,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,"465 California Street San Francisco California,",
Time After Time,1979,Merchant Exchange (465 California Street at Leidesdorff),37.78447,-122.472,Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,"465 California Street San Francisco California,",
The Game,1997,Merchant Exchange Building,39.78373,-100.446,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,"Merchant Exchange Building San Francisco California,",
The Game,1997,Merchant Exchange Building (465 California Street),39.78373,-100.446,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,"Merchant Exchange Building San Francisco California,",
Chance- Season 1 ep104,2016,Miraloma Mall at Portola Frontage Road,39.78373,-100.446,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Miraloma Mall San Francisco California,",
The Dead Pool,1988,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",37.75417,-122.387,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,"1301 Illinois Street San Francisco California,",
Godzilla,2014,Mission & Beal,-26.4328,-53.679,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,"Beal San Francisco California,",
Godzilla,2014,Mission & Fremont St,37.79376,-122.393,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,"Mission San Francisco California,",
Looking,2014,Mission Arts Center,39.78373,-100.446,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,"Mission Arts Center San Francisco California,",
Looking Season 2 ep 209,2015,"Mission Arts Center, 2450 Harrison Street",39.78373,-100.446,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"Mission Arts Center San Francisco California,",
Terminator - Genisys,2015,Mission at 1st and 2nd,37.79376,-122.393,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,"Mission San Francisco California,",
GirlBoss,2017,Mission between 19th and 25th St.,39.78373,-100.446,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,"Mission between 19th and 25th St. San Francisco California,",
San Andreas,2015,Mission between 3rd and 4th St.,39.78373,-100.446,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"Mission between 19th and 25th St. San Francisco California,",
San Andreas,2015,Mission between 3rd and 4th St.,39.78373,-100.446,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"Mission between 19th and 25th St. San Francisco California,",
The Last Black Man in San Francisco,2019,Mission btwn 16th and Cesar Chavez,39.78373,-100.446,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,"Mission between 19th and 25th St. San Francisco California,",
Sense8 - Season 2,2016,Mission Creek Harbor along Channel St.,39.78373,-100.446,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,"Mission Creek Harbor San Francisco California,",
Tales of the City,2019,Mission District,37.75993,-122.419,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Mission District San Francisco California,",
